id_processo,tipo_processo,area_juridica,data_distribuicao,data_sentenca,data_transito_julgado,status,valor_causa,resultado_final,custos_legais,honorarios_advogado,responsavel_interno,escritorio_externo,tribunal,comarca,instancia,risco_inicial
P_0132,Ambiental,Sanções,2023-01-26,,,Ativo,7441634.6,Em Andamento,175770.48,438991.72,Ana Silva,Martins & Oliveira Advogados,TRF2,São Paulo,Tribunais Superiores,Médio
P_0133,Ambiental,Sanções,2022-06-16,2023-10-17,2024-02-03,Finalizado,7326546.4,Acordo,174626.5,663616.91,Gustavo Pires,Advogados Associados LTDA,TRF3,Guarulhos,Segunda Instância,Médio
P_0134,Tributário,Planejamento Tributário,2021-06-06,2022-06-06,2022-07-28,Finalizado,9216720.83,Perdido,282850.8,674406.97,Bruno Costa,Martins & Oliveira Advogados,TRF2,Brasília,Primeira Instância,Muito Alto
P_0135,Propriedade Intelectual,Marcas,2020-09-10,,,Ativo,8865408.14,Em Andamento,378831.37,31197.51,Gustavo Pires,Global Law,STF,Belo Horizonte,Segunda Instância,Muito Alto
P_0136,Cível,Contratos,2020-09-06,,,Ativo,3588735.29,Em Andamento,123404.4,202035.89,Ana Silva,Lex Consultoria,TJSP,Vitória,Primeira Instância,Baixo
P_0137,Propriedade Intelectual,Marcas,2020-02-12,2020-07-15,2020-11-19,Finalizado,7041472.73,Perdido,153334.17,548696.63,Bruno Costa,Global Law,TJSP,São Paulo,Segunda Instância,Alto
P_0138,Tributário,Fiscal,2020-09-14,,,Ativo,7876499.81,Em Andamento,378120.65,733255.54,Gustavo Pires,Jurídico Soluções,TRT3,Porto Alegre,Tribunais Superiores,Baixo
P_0139,Propriedade Intelectual,Direitos Autorais,2022-02-08,2023-03-30,2023-08-20,Finalizado,7861207.01,Perdido,366534.07,677531.37,Ana Silva,Lex Consultoria,TRF3,Brasília,Segunda Instância,Médio
P_0140,Trabalhista,Acidentes de Trabalho,2023-12-31,,,Ativo,761122.43,Em Andamento,1616.42,5321.6,Gustavo Pires,Santos & Almeida Consultoria,CADE,Campinas,Tribunais Superiores,Médio
P_0141,Regulatório,Compliance,2022-08-26,,,Ativo,7366569.85,Em Andamento,266025.43,125217.53,Fernanda Lima,Martins & Oliveira Advogados,TJSP,Brasília,Tribunais Superiores,Baixo
P_0142,Trabalhista,Acidentes de Trabalho,2022-01-06,2022-02-25,2022-07-27,Finalizado,7294119.22,Acordo,72594.96,102579.3,Gustavo Pires,Santos & Almeida Consultoria,TRT2,Curitiba,Primeira Instância,Muito Alto
P_0143,Propriedade Intelectual,Marcas,2022-09-28,2023-04-17,2023-05-20,Finalizado,4146344.02,Perdido,69728.66,93732.08,Daniel Oliveira,Santos & Almeida Consultoria,TJRJ,Rio de Janeiro,Administrativo,Alto
P_0144,Trabalhista,RH,2021-07-26,2022-10-03,2023-03-02,Finalizado,6604473.92,Acordo,267184.25,153271.44,Fernanda Lima,Martins & Oliveira Advogados,TRT3,Belo Horizonte,Primeira Instância,Médio
P_0145,Trabalhista,RH,2022-08-29,2023-06-30,2023-09-02,Finalizado,3738081.16,Ganho,77405.44,87081.29,Fernanda Lima,Santos & Almeida Consultoria,CARF,São Paulo,Segunda Instância,Alto
P_0146,Cível,Contratos,2020-04-22,,,Ativo,7271680.35,Em Andamento,283962.02,449632.4,Gustavo Pires,Global Law,TJRJ,Brasília,Primeira Instância,Alto
P_0147,Trabalhista,Previdenciário,2021-10-09,,,Ativo,9916745.93,Em Andamento,121831.13,358853.88,Bruno Costa,Jurídico Soluções,TJMG,Osasco,Primeira Instância,Médio
P_0148,Tributário,Planejamento Tributário,2022-01-19,2022-04-04,2022-07-24,Finalizado,7775844.84,Ganho,246289.88,281875.04,Fernanda Lima,Global Law,TRT2,Porto Alegre,Administrativo,Muito Alto
P_0149,Cível,Recuperação de Crédito,2022-11-12,,,Ativo,8994439.54,Em Andamento,109169.77,662075.89,Bruno Costa,Jurídico Soluções,TRF2,Fortaleza,Segunda Instância,Alto
P_0150,Cível,Recuperação de Crédito,2020-11-26,2021-04-15,2021-09-04,Finalizado,9971016.82,Acordo,93892.92,922036.5,Ana Silva,Jurídico Soluções,TJSP,Belo Horizonte,Primeira Instância,Médio
P_0151,Regulatório,Setorial,2020-02-01,2021-01-28,2021-07-20,Finalizado,8615870.18,Ganho,266440.24,369141.89,Ana Silva,Jurídico Soluções,TRF2,Fortaleza,Segunda Instância,Muito Alto
P_0152,Cível,Recuperação de Crédito,2023-12-18,2024-12-15,2025-05-31,Finalizado,8272245.89,Ganho,350999.73,769383.29,Daniel Oliveira,Jurídico Soluções,TJSP,São Paulo,Segunda Instância,Baixo
P_0153,Ambiental,Sanções,2021-12-24,,,Ativo,531061.77,Em Andamento,4683.39,31432.13,Bruno Costa,Global Law,ANVISA,Campinas,Administrativo,Baixo
P_0154,Cível,Consumidor,2021-05-25,2022-02-11,2022-05-08,Finalizado,9336765.92,Ganho,461161.44,425256.69,Bruno Costa,Advogados Associados LTDA,TRT1,Porto Alegre,Tribunais Superiores,Alto
P_0155,Propriedade Intelectual,Direitos Autorais,2021-06-28,,,Ativo,7607730.79,Em Andamento,187106.82,558735.83,Ana Silva,Martins & Oliveira Advogados,TRF2,Porto Alegre,Tribunais Superiores,Muito Alto
P_0156,Ambiental,Sanções,2023-02-06,2024-04-11,2024-06-28,Finalizado,3229243.81,Perdido,53671.74,210312.65,Fernanda Lima,Jurídico Soluções,TRF3,Belo Horizonte,Tribunais Superiores,Muito Alto
P_0157,Regulatório,Setorial,2024-01-21,,,Ativo,4307942.69,Em Andamento,106338.42,327320.98,Ana Silva,Jurídico Soluções,ANVISA,Guarulhos,Primeira Instância,Baixo
P_0158,Tributário,Planejamento Tributário,2020-10-19,2022-01-29,2022-02-13,Finalizado,6543865.42,Ganho,266027.31,447971.8,Gustavo Pires,Martins & Oliveira Advogados,TRT1,Osasco,Tribunais Superiores,Alto
P_0159,Cível,Consumidor,2023-01-30,2023-10-03,2024-02-11,Finalizado,4347378.31,Acordo,134999.33,74753.72,Fernanda Lima,Jurídico Soluções,TJRJ,Osasco,Tribunais Superiores,Baixo
P_0160,Propriedade Intelectual,Marcas,2021-10-05,2022-09-13,2022-12-01,Finalizado,6099317.28,Perdido,53897.52,353122.28,Gustavo Pires,Lex Consultoria,TRF3,Osasco,Tribunais Superiores,Baixo
P_0161,Regulatório,Setorial,2020-05-29,2021-03-16,2021-06-08,Finalizado,2929720.06,Ganho,69475.87,116048.94,Carla Souza,Global Law,TJMG,Belo Horizonte,Segunda Instância,Alto
P_0162,Regulatório,Compliance,2021-03-30,2022-05-23,2022-06-21,Finalizado,3244901.27,Perdido,137656.46,266870.66,Fernanda Lima,Jurídico Soluções,ANVISA,Salvador,Segunda Instância,Médio
P_0163,Regulatório,Compliance,2020-06-05,,,Ativo,8276528.62,Em Andamento,36103.36,359399.45,Ana Silva,Advogados Associados LTDA,CADE,Brasília,Tribunais Superiores,Médio
P_0164,Propriedade Intelectual,Direitos Autorais,2023-11-02,2025-01-24,2025-07-18,Finalizado,8504916.14,Acordo,320479.32,97937.41,Ana Silva,Global Law,CADE,Porto Alegre,Administrativo,Médio
P_0165,Tributário,Planejamento Tributário,2021-05-12,2022-08-28,2022-10-24,Finalizado,4163046.69,Perdido,36643.53,308994.3,Ana Silva,Martins & Oliveira Advogados,ANVISA,Belo Horizonte,Administrativo,Médio
P_0166,Tributário,Planejamento Tributário,2020-01-29,,,Ativo,2041907.94,Em Andamento,39581.27,174703.79,Carla Souza,Lex Consultoria,TJRJ,Vitória,Primeira Instância,Baixo
P_0167,Ambiental,Sanções,2020-08-27,2021-04-14,2021-05-07,Finalizado,3450187.16,Perdido,74108.42,83990.94,Bruno Costa,Advogados Associados LTDA,CADE,Brasília,Primeira Instância,Muito Alto
P_0168,Tributário,Planejamento Tributário,2022-06-06,,,Ativo,4098863.72,Em Andamento,98098.69,106047.97,Daniel Oliveira,Lex Consultoria,TRT2,Salvador,Primeira Instância,Alto
P_0169,Cível,Imobiliário,2023-12-01,,,Ativo,6223373.14,Em Andamento,301973.02,199691.92,Ana Silva,Advogados Associados LTDA,TJMG,Recife,Tribunais Superiores,Médio
P_0170,Tributário,Fiscal,2024-02-05,,,Ativo,9489496.08,Em Andamento,220993.89,747449.92,Daniel Oliveira,Santos & Almeida Consultoria,TRT3,Fortaleza,Administrativo,Baixo
P_0171,Tributário,Fiscal,2020-05-18,2020-11-12,2020-12-07,Finalizado,4028996.73,Acordo,81969.88,137007.15,Bruno Costa,Advogados Associados LTDA,TJRJ,Osasco,Primeira Instância,Alto
P_0172,Regulatório,Compliance,2022-10-02,2023-10-28,2024-01-28,Finalizado,9262622.98,Ganho,9307.75,561083.11,Bruno Costa,Martins & Oliveira Advogados,STJ,Belo Horizonte,Primeira Instância,Médio
P_0173,Ambiental,Licenciamento,2021-03-02,2022-07-01,2022-12-10,Finalizado,7647042.54,Perdido,152741.08,667018.34,Daniel Oliveira,Santos & Almeida Consultoria,TJRJ,Brasília,Segunda Instância,Muito Alto
P_0174,Propriedade Intelectual,Direitos Autorais,2022-06-27,2023-07-09,2023-11-09,Finalizado,5450897.36,Perdido,232693.0,447198.83,Daniel Oliveira,Santos & Almeida Consultoria,CADE,Campinas,Primeira Instância,Baixo
P_0175,Ambiental,Sanções,2023-02-22,2023-07-08,2023-09-02,Finalizado,2075655.46,Ganho,95332.67,14322.37,Ana Silva,Jurídico Soluções,STJ,Vitória,Primeira Instância,Médio
P_0176,Ambiental,Sanções,2021-08-16,,,Ativo,6195892.81,Em Andamento,23785.2,16014.2,Ana Silva,Santos & Almeida Consultoria,TJMG,Porto Alegre,Segunda Instância,Muito Alto
P_0177,Tributário,Fiscal,2020-07-06,,,Ativo,6430677.91,Em Andamento,58462.86,631932.22,Daniel Oliveira,Global Law,TRT1,Rio de Janeiro,Segunda Instância,Alto
P_0178,Trabalhista,Previdenciário,2021-05-16,,,Ativo,9266158.7,Em Andamento,274947.08,580632.24,Daniel Oliveira,Lex Consultoria,STF,Belo Horizonte,Administrativo,Baixo
P_0179,Societário,Governança,2023-10-19,,,Ativo,4567401.1,Em Andamento,161760.7,73814.7,Ana Silva,Advogados Associados LTDA,CADE,Salvador,Tribunais Superiores,Médio
P_0180,Cível,Contratos,2022-09-19,2023-02-17,2023-03-19,Finalizado,9925117.66,Acordo,309468.77,668173.91,Fernanda Lima,Jurídico Soluções,TRT3,Vitória,Segunda Instância,Muito Alto
P_0181,Tributário,Planejamento Tributário,2024-01-08,,,Ativo,8405124.76,Em Andamento,172978.87,499768.03,Bruno Costa,Jurídico Soluções,ANVISA,Curitiba,Segunda Instância,Muito Alto
P_0182,Tributário,Fiscal,2020-01-12,2021-05-03,2021-06-30,Finalizado,6561089.68,Ganho,218857.19,194213.01,Bruno Costa,Jurídico Soluções,TRF1,Belo Horizonte,Segunda Instância,Médio
P_0183,Ambiental,Licenciamento,2021-12-28,,,Ativo,4480882.52,Em Andamento,22166.54,211095.94,Bruno Costa,Advogados Associados LTDA,TRT3,Osasco,Segunda Instância,Muito Alto
P_0184,Societário,Fusões e Aquisições,2022-09-03,,,Ativo,4488098.58,Em Andamento,173687.31,358317.97,Daniel Oliveira,Lex Consultoria,TRT2,Osasco,Segunda Instância,Alto
P_0185,Societário,Governança,2023-11-07,2023-12-19,2024-05-30,Finalizado,7903898.9,Acordo,368814.19,287532.6,Bruno Costa,Jurídico Soluções,TJSP,Fortaleza,Administrativo,Alto
P_0186,Regulatório,Setorial,2022-01-09,,,Ativo,7955606.67,Em Andamento,201718.04,423687.28,Gustavo Pires,Lex Consultoria,TRF2,Guarulhos,Primeira Instância,Alto
P_0187,Ambiental,Sanções,2020-05-02,2021-05-13,2021-06-21,Finalizado,2431360.6,Perdido,85605.7,152559.43,Fernanda Lima,Santos & Almeida Consultoria,TJRJ,São Paulo,Segunda Instância,Alto
P_0188,Cível,Contratos,2023-05-05,2023-10-31,2024-02-02,Finalizado,5661812.04,Perdido,262789.75,3197.16,Carla Souza,Lex Consultoria,CARF,Porto Alegre,Primeira Instância,Baixo
P_0189,Trabalhista,Previdenciário,2020-10-17,2021-02-15,2021-03-06,Finalizado,8625363.8,Ganho,281300.34,462888.91,Fernanda Lima,Martins & Oliveira Advogados,STF,Salvador,Tribunais Superiores,Muito Alto
P_0190,Ambiental,Licenciamento,2020-02-22,,,Ativo,5565907.28,Em Andamento,105711.19,480388.48,Bruno Costa,Martins & Oliveira Advogados,TJMG,Guarulhos,Primeira Instância,Médio
P_0191,Trabalhista,RH,2022-06-04,,,Ativo,4210662.61,Em Andamento,190652.17,332104.82,Daniel Oliveira,Global Law,TRF2,Recife,Primeira Instância,Baixo
P_0192,Trabalhista,Previdenciário,2021-02-01,2021-12-23,2022-03-29,Finalizado,6702208.5,Ganho,242478.64,73646.36,Carla Souza,Jurídico Soluções,TRF1,Osasco,Primeira Instância,Alto
P_0193,Cível,Recuperação de Crédito,2021-02-19,,,Ativo,123434.71,Em Andamento,713.84,3878.78,Bruno Costa,Jurídico Soluções,TJRJ,Campinas,Tribunais Superiores,Baixo
P_0194,Ambiental,Licenciamento,2023-09-20,2024-01-23,2024-05-10,Finalizado,486066.8,Perdido,10213.33,20807.57,Bruno Costa,Martins & Oliveira Advogados,CARF,Curitiba,Administrativo,Alto
P_0195,Trabalhista,Acidentes de Trabalho,2020-09-10,,,Ativo,2085465.01,Em Andamento,23874.77,113268.6,Fernanda Lima,Santos & Almeida Consultoria,CADE,Osasco,Segunda Instância,Muito Alto
P_0196,Regulatório,Compliance,2022-05-05,,,Ativo,8242694.03,Em Andamento,126391.71,432193.83,Ana Silva,Lex Consultoria,TRT1,Belo Horizonte,Tribunais Superiores,Baixo
P_0197,Societário,Governança,2021-03-10,,,Ativo,4891788.11,Em Andamento,129366.67,380979.28,Ana Silva,Jurídico Soluções,STF,Vitória,Primeira Instância,Alto
P_0198,Tributário,Planejamento Tributário,2022-12-30,2023-06-07,2023-10-20,Finalizado,7088473.52,Ganho,207497.7,125391.8,Bruno Costa,Santos & Almeida Consultoria,TJRJ,Belo Horizonte,Administrativo,Alto
P_0199,Tributário,Planejamento Tributário,2021-06-14,2022-06-22,2022-08-15,Finalizado,2014625.45,Ganho,23937.7,146554.72,Daniel Oliveira,Lex Consultoria,CARF,Fortaleza,Segunda Instância,Médio
P_0200,Societário,Governança,2020-06-13,2020-09-01,2020-11-11,Finalizado,615142.24,Acordo,7587.77,31813.78,Daniel Oliveira,Martins & Oliveira Advogados,CARF,São Paulo,Segunda Instância,Muito Alto
P_0201,Cível,Contratos,2021-07-29,,,Ativo,6318366.57,Em Andamento,186478.37,399429.04,Ana Silva,Lex Consultoria,CADE,Belo Horizonte,Primeira Instância,Baixo
P_0202,Cível,Consumidor,2023-08-20,,,Ativo,7450896.32,Em Andamento,171432.58,344479.46,Gustavo Pires,Santos & Almeida Consultoria,ANVISA,Guarulhos,Tribunais Superiores,Muito Alto
P_0203,Tributário,Fiscal,2020-06-12,,,Ativo,6756388.66,Em Andamento,319664.03,171681.38,Ana Silva,Lex Consultoria,ANVISA,Salvador,Primeira Instância,Muito Alto
P_0204,Tributário,Fiscal,2024-02-03,2024-03-29,2024-07-12,Finalizado,9493860.67,Ganho,194410.37,265485.8,Bruno Costa,Martins & Oliveira Advogados,STF,São Paulo,Segunda Instância,Baixo
P_0205,Propriedade Intelectual,Patentes,2020-01-23,2020-09-02,2021-01-09,Finalizado,8341126.36,Perdido,345931.12,23998.09,Ana Silva,Global Law,TJSP,Brasília,Segunda Instância,Baixo
P_0206,Regulatório,Setorial,2021-09-17,,,Ativo,4449050.12,Em Andamento,181493.58,275999.25,Daniel Oliveira,Santos & Almeida Consultoria,TRF1,Brasília,Tribunais Superiores,Baixo
P_0207,Cível,Consumidor,2023-03-03,,,Ativo,2112743.13,Em Andamento,85139.68,193508.85,Fernanda Lima,Santos & Almeida Consultoria,STJ,Brasília,Primeira Instância,Alto
P_0208,Cível,Consumidor,2021-02-05,2021-10-10,2022-02-16,Finalizado,8207205.21,Ganho,240784.36,356806.35,Fernanda Lima,Advogados Associados LTDA,TRT2,São Paulo,Tribunais Superiores,Médio
P_0209,Propriedade Intelectual,Direitos Autorais,2024-01-24,2025-05-22,2025-07-25,Finalizado,3589241.93,Acordo,116107.85,12044.02,Daniel Oliveira,Jurídico Soluções,ANVISA,Recife,Segunda Instância,Médio
P_0210,Societário,Governança,2020-05-17,2021-03-24,2021-05-20,Finalizado,756106.05,Ganho,9651.0,73111.95,Fernanda Lima,Lex Consultoria,CADE,Rio de Janeiro,Primeira Instância,Médio
P_0211,Cível,Recuperação de Crédito,2020-06-13,,,Ativo,1195104.29,Em Andamento,13626.67,105703.98,Fernanda Lima,Advogados Associados LTDA,ANVISA,Osasco,Segunda Instância,Baixo
P_0212,Tributário,Planejamento Tributário,2023-08-15,2023-11-19,2024-01-28,Finalizado,2168478.92,Perdido,100730.49,166676.34,Carla Souza,Lex Consultoria,TJSP,Guarulhos,Primeira Instância,Alto
P_0213,Propriedade Intelectual,Patentes,2023-10-07,2024-12-12,2025-04-25,Finalizado,9399802.11,Perdido,456759.13,647416.95,Carla Souza,Advogados Associados LTDA,TJMG,Guarulhos,Segunda Instância,Médio
P_0214,Tributário,Fiscal,2021-07-09,2022-07-27,2022-10-26,Finalizado,4069860.11,Ganho,175423.61,86876.96,Ana Silva,Santos & Almeida Consultoria,STF,Belo Horizonte,Administrativo,Muito Alto
P_0215,Propriedade Intelectual,Direitos Autorais,2023-08-01,,,Ativo,6833806.25,Em Andamento,118733.73,233212.2,Ana Silva,Lex Consultoria,ANVISA,Recife,Tribunais Superiores,Baixo
P_0216,Societário,Governança,2020-09-07,2021-06-05,2021-08-30,Finalizado,2547273.1,Perdido,95199.68,117399.1,Fernanda Lima,Jurídico Soluções,STJ,Fortaleza,Administrativo,Baixo
P_0217,Regulatório,Setorial,2023-01-06,,,Ativo,5571209.6,Em Andamento,260607.01,176763.84,Carla Souza,Martins & Oliveira Advogados,TJMG,Guarulhos,Administrativo,Alto
P_0218,Trabalhista,RH,2023-11-04,2023-12-21,2024-06-18,Finalizado,4685082.32,Ganho,104286.63,48381.15,Fernanda Lima,Global Law,TJSP,São Paulo,Segunda Instância,Muito Alto
P_0219,Regulatório,Compliance,2021-04-06,2021-10-22,2022-01-29,Finalizado,772161.79,Ganho,14452.11,4650.84,Gustavo Pires,Martins & Oliveira Advogados,TRT1,Porto Alegre,Segunda Instância,Alto
P_0220,Propriedade Intelectual,Patentes,2022-12-28,,,Ativo,8720669.48,Em Andamento,243296.63,666217.97,Ana Silva,Santos & Almeida Consultoria,TJRJ,Fortaleza,Administrativo,Médio
P_0221,Cível,Imobiliário,2021-04-15,2021-05-26,2021-07-15,Finalizado,6031036.05,Perdido,292336.84,193460.91,Ana Silva,Martins & Oliveira Advogados,TRT3,Belo Horizonte,Segunda Instância,Muito Alto
P_0222,Ambiental,Licenciamento,2020-07-04,2021-03-03,2021-06-18,Finalizado,3412356.66,Acordo,152411.11,186331.39,Ana Silva,Advogados Associados LTDA,TRF1,Belo Horizonte,Administrativo,Muito Alto
P_0223,Propriedade Intelectual,Direitos Autorais,2021-08-27,,,Ativo,3857946.17,Em Andamento,32021.66,147189.14,Bruno Costa,Lex Consultoria,TJSP,Belo Horizonte,Segunda Instância,Médio
P_0224,Propriedade Intelectual,Marcas,2023-08-10,,,Ativo,8848998.44,Em Andamento,382665.2,469367.26,Bruno Costa,Advogados Associados LTDA,TRT3,Osasco,Tribunais Superiores,Baixo
P_0225,Tributário,Fiscal,2020-02-29,,,Ativo,3625597.94,Em Andamento,47957.35,126613.21,Bruno Costa,Lex Consultoria,TRT1,Recife,Administrativo,Baixo
P_0226,Tributário,Planejamento Tributário,2020-09-12,2020-12-13,2021-06-06,Finalizado,9491432.0,Ganho,1559.54,173967.3,Ana Silva,Santos & Almeida Consultoria,TJSP,Belo Horizonte,Administrativo,Baixo
P_0227,Cível,Recuperação de Crédito,2023-09-22,,,Ativo,5433714.36,Em Andamento,171671.82,61669.98,Gustavo Pires,Martins & Oliveira Advogados,CADE,Curitiba,Tribunais Superiores,Baixo
P_0228,Cível,Imobiliário,2022-09-15,2022-11-03,2023-01-05,Finalizado,5196312.72,Acordo,178920.69,394059.87,Bruno Costa,Martins & Oliveira Advogados,TJSP,Guarulhos,Segunda Instância,Alto
P_0229,Ambiental,Licenciamento,2022-12-06,2023-05-14,2023-07-17,Finalizado,417299.37,Ganho,758.96,19369.05,Ana Silva,Santos & Almeida Consultoria,CARF,Recife,Primeira Instância,Alto
P_0230,Cível,Recuperação de Crédito,2023-03-28,,,Ativo,5189592.2,Em Andamento,220847.37,440319.51,Fernanda Lima,Advogados Associados LTDA,CARF,Belo Horizonte,Segunda Instância,Muito Alto
P_0231,Trabalhista,Previdenciário,2023-10-12,2024-10-18,2024-12-19,Finalizado,5132768.6,Perdido,82161.75,5484.76,Ana Silva,Global Law,TJMG,Campinas,Segunda Instância,Baixo
P_0232,Tributário,Planejamento Tributário,2021-09-11,2022-11-09,2023-05-07,Finalizado,1454645.7,Ganho,7563.94,68424.13,Carla Souza,Martins & Oliveira Advogados,CADE,Fortaleza,Tribunais Superiores,Médio
P_0233,Regulatório,Compliance,2021-01-12,,,Ativo,4435474.08,Em Andamento,185932.89,146409.84,Fernanda Lima,Lex Consultoria,STJ,Salvador,Tribunais Superiores,Baixo
P_0234,Propriedade Intelectual,Patentes,2020-01-06,,,Ativo,4980316.54,Em Andamento,225575.33,116469.06,Daniel Oliveira,Advogados Associados LTDA,CADE,São Paulo,Tribunais Superiores,Muito Alto
P_0235,Ambiental,Sanções,2022-02-17,2022-11-07,2023-03-29,Finalizado,726151.54,Acordo,13355.66,64727.03,Daniel Oliveira,Global Law,TRT3,Recife,Segunda Instância,Alto
P_0236,Regulatório,Setorial,2022-06-08,2023-09-07,2023-11-21,Finalizado,7512507.8,Perdido,156975.19,555136.31,Bruno Costa,Martins & Oliveira Advogados,STJ,São Paulo,Primeira Instância,Baixo
P_0237,Societário,Fusões e Aquisições,2020-01-11,2021-01-19,2021-03-11,Finalizado,9233451.99,Ganho,203571.69,145907.21,Bruno Costa,Global Law,CADE,São Paulo,Tribunais Superiores,Médio
P_0238,Propriedade Intelectual,Patentes,2020-09-07,2020-10-10,2021-01-12,Finalizado,928622.67,Acordo,7529.66,10885.96,Bruno Costa,Martins & Oliveira Advogados,TJSP,Fortaleza,Administrativo,Médio
P_0239,Ambiental,Licenciamento,2020-04-22,2021-08-20,2022-01-02,Finalizado,3821459.49,Ganho,160929.21,38719.62,Fernanda Lima,Global Law,TJSP,Porto Alegre,Primeira Instância,Baixo
P_0240,Propriedade Intelectual,Marcas,2022-06-19,2023-10-01,2023-11-12,Finalizado,6436435.56,Ganho,110157.16,377769.33,Fernanda Lima,Lex Consultoria,TRF3,Recife,Segunda Instância,Muito Alto
P_0241,Societário,Governança,2021-03-06,,,Ativo,3279941.27,Em Andamento,94667.96,220981.29,Bruno Costa,Lex Consultoria,TRF2,Osasco,Primeira Instância,Baixo
P_0242,Propriedade Intelectual,Patentes,2022-04-13,2022-10-15,2023-02-05,Finalizado,14265.93,Acordo,509.03,1420.69,Carla Souza,Advogados Associados LTDA,TJMG,Salvador,Primeira Instância,Alto
P_0243,Propriedade Intelectual,Marcas,2021-02-22,2021-09-11,2022-01-02,Finalizado,3441919.44,Acordo,49593.62,278154.77,Fernanda Lima,Advogados Associados LTDA,TRT2,Curitiba,Primeira Instância,Muito Alto
P_0244,Propriedade Intelectual,Direitos Autorais,2022-03-09,,,Ativo,6563899.56,Em Andamento,210916.19,205590.11,Gustavo Pires,Jurídico Soluções,TRT3,São Paulo,Tribunais Superiores,Muito Alto
P_0245,Ambiental,Sanções,2020-09-25,2021-05-23,2021-11-19,Finalizado,4956661.1,Ganho,137222.52,278395.57,Ana Silva,Martins & Oliveira Advogados,ANVISA,Salvador,Tribunais Superiores,Baixo
